[01:00:00.000336190] (+?.?????????) 0 heap_alloc: { pid = 0, fn1 = 0x8001E5E, fn2 = 0x8001D3A, fn3 = 0x8005C6E, fn4 = 0x8005BF0, address = 0x100045E0, real_alloc = 264, user_alloc = 256, user_req = 240 }
[01:00:00.000409523] (+0.000073333) 0 heap_alloc: { pid = 0, fn1 = 0x8001D46, fn2 = 0x80022D2, fn3 = 0x8005C6E, fn4 = 0x8005BF0, address = 0x100046E0, real_alloc = 504, user_alloc = 496, user_req = 484 }
[01:00:00.000514000] (+0.000104477) 0 heap_alloc: { pid = 0, fn1 = 0x8001E5E, fn2 = 0x8001D5E, fn3 = 0x8005DDC, fn4 = 0x8005BF0, address = 0x100048D0, real_alloc = 2072, user_alloc = 2064, user_req = 2048 }
[01:00:00.000543047] (+0.000029047) 0 thread_create: { thread_id = 2, name = "hpwork" }
[01:00:00.000622380] (+0.000079333) 0 heap_alloc: { pid = 0, fn1 = 0x8001E5E, fn2 = 0x8001D3A, fn3 = 0x8005C6E, fn4 = 0x8005BF0, address = 0x100050E0, real_alloc = 264, user_alloc = 256, user_req = 240 }
[01:00:00.000694380] (+0.000072000) 0 heap_alloc: { pid = 0, fn1 = 0x8001D46, fn2 = 0x80022D2, fn3 = 0x8005C6E, fn4 = 0x8005BF0, address = 0x100051E0, real_alloc = 504, user_alloc = 496, user_req = 484 }
[01:00:00.000798857] (+0.000104477) 0 heap_alloc: { pid = 0, fn1 = 0x8001E5E, fn2 = 0x8001D5E, fn3 = 0x8005DDC, fn4 = 0x8005BF0, address = 0x100053D0, real_alloc = 2072, user_alloc = 2064, user_req = 2048 }
[01:00:00.000827904] (+0.000029047) 0 thread_create: { thread_id = 3, name = "lpwork" }
[01:00:00.000910571] (+0.000082667) 0 heap_alloc: { pid = 0, fn1 = 0x8001E5E, fn2 = 0x8001D3A, fn3 = 0x8005C6E, fn4 = 0x8005BF0, address = 0x10005BE0, real_alloc = 264, user_alloc = 256, user_req = 240 }
[01:00:00.000982571] (+0.000072000) 0 heap_alloc: { pid = 0, fn1 = 0x8001D46, fn2 = 0x80022D2, fn3 = 0x8005C6E, fn4 = 0x8005BF0, address = 0x10005CE0, real_alloc = 504, user_alloc = 496, user_req = 484 }
[01:00:00.001087238] (+0.000104667) 0 heap_alloc: { pid = 0, fn1 = 0x8001E5E, fn2 = 0x8001D5E, fn3 = 0x8005DDC, fn4 = 0x8005BF0, address = 0x10005ED0, real_alloc = 2072, user_alloc = 2064, user_req = 2048 }
[01:00:00.001171428] (+0.000084190) 0 heap_alloc: { pid = 4, fn1 = 0x8001DF6, fn2 = 0x8001D3A, fn3 = 0x8005C6E, fn4 = 0x8005BF0, address = 0x100066E0, real_alloc = 264, user_alloc = 256, user_req = 240 }
[01:00:00.001243904] (+0.000072476) 0 heap_alloc: { pid = 4, fn1 = 0x8001D46, fn2 = 0x80022D2, fn3 = 0x8005C6E, fn4 = 0x8005BF0, address = 0x100067E0, real_alloc = 504, user_alloc = 496, user_req = 484 }
[01:00:00.001348952] (+0.000105048) 0 heap_alloc: { pid = 4, fn1 = 0x8001DF6, fn2 = 0x8001D5E, fn3 = 0x8005DDC, fn4 = 0x8005BF0, address = 0x100069D0, real_alloc = 2072, user_alloc = 2064, user_req = 2048 }
[01:00:00.001378666] (+0.000029714) 0 thread_create: { thread_id = 5, name = "init" }
[01:00:00.001404380] (+0.000025714) 0 heap_free: { pid = 4, address = 0x10005CE0, real_alloc = 504, user_alloc = 496 }
[01:00:00.001424666] (+0.000020286) 0 heap_free: { pid = 5, address = 0x10005ED0, real_alloc = 2072, user_alloc = 2064 }
[01:00:00.001441047] (+0.000016381) 0 heap_free: { pid = 5, address = 0x10005BE0, real_alloc = 264, user_alloc = 256 }
[01:00:00.001506095] (+0.000065048) 0 heap_alloc: { pid = 5, fn1 = 0x8007C3C, fn2 = 0x8007FDC, fn3 = 0x8005C6E, fn4 = 0x8005BF0, address = 0x10005BE0, real_alloc = 696, user_alloc = 688, user_req = 680 }
[01:00:00.001600285] (+0.000094190) 0 heap_alloc: { pid = 5, fn1 = 0x8007C58, fn2 = 0x80300FA, fn3 = 0x8033A70, fn4 = 0x8005BF0, address = 0x10005E90, real_alloc = 728, user_alloc = 720, user_req = 704 }
[01:00:00.001700761] (+0.000100476) 0 heap_alloc: { pid = 5, fn1 = 0x802B2CE, fn2 = 0x802B210, fn3 = 0x8005C6E, fn4 = 0x8005BF0, address = 0x10006160, real_alloc = 56, user_alloc = 48, user_req = 31 }
[01:00:00.001782095] (+0.000081334) 0 heap_alloc: { pid = 5, fn1 = 0x802B2CE, fn2 = 0x802B210, fn3 = 0x8005C6E, fn4 = 0x8005BF0, address = 0x10006190, real_alloc = 56, user_alloc = 48, user_req = 31 }
[01:00:00.001850190] (+0.000068095) 0 heap_alloc: { pid = 5, fn1 = 0x8033606, fn2 = 0x8032F12, fn3 = 0x80066C6, fn4 = 0x8005BF0, address = 0x100061C0, real_alloc = 40, user_alloc = 32, user_req = 24 }
[01:00:00.001914476] (+0.000064286) 0 heap_alloc: { pid = 5, fn1 = 0x80076F4, fn2 = 0x8033606, fn3 = 0x8032F1E, fn4 = 0x8005BF0, address = 0x100061E0, real_alloc = 88, user_alloc = 80, user_req = 64 }
[01:00:00.001980857] (+0.000066381) 0 heap_alloc: { pid = 5, fn1 = 0x8033682, fn2 = 0x8032F12, fn3 = 0x80066C6, fn4 = 0x8005BF0, address = 0x10006230, real_alloc = 40, user_alloc = 32, user_req = 24 }
[01:00:00.002045047] (+0.000064190) 0 heap_alloc: { pid = 5, fn1 = 0x80076F4, fn2 = 0x8033682, fn3 = 0x8032F1E, fn4 = 0x8005BF0, address = 0x10006250, real_alloc = 88, user_alloc = 80, user_req = 64 }
[01:00:00.002109904] (+0.000064857) 0 heap_alloc: { pid = 5, fn1 = 0x8033682, fn2 = 0x8032F12, fn3 = 0x80066C6, fn4 = 0x8005BF0, address = 0x100062A0, real_alloc = 40, user_alloc = 32, user_req = 24 }
[01:00:00.002174095] (+0.000064191) 0 heap_alloc: { pid = 5, fn1 = 0x80076F4, fn2 = 0x8033682, fn3 = 0x8032F1E, fn4 = 0x8005BF0, address = 0x100062C0, real_alloc = 88, user_alloc = 80, user_req = 64 }
[01:00:00.002238857] (+0.000064762) 0 heap_alloc: { pid = 5, fn1 = 0x8033682, fn2 = 0x8032F12, fn3 = 0x80066C6, fn4 = 0x8005BF0, address = 0x10006310, real_alloc = 40, user_alloc = 32, user_req = 24 }
[01:00:00.002302952] (+0.000064095) 0 heap_alloc: { pid = 5, fn1 = 0x80076F4, fn2 = 0x8033682, fn3 = 0x8032F1E, fn4 = 0x8005BF0, address = 0x10006330, real_alloc = 88, user_alloc = 80, user_req = 64 }
[01:00:00.002367714] (+0.000064762) 0 heap_alloc: { pid = 5, fn1 = 0x8033682, fn2 = 0x8032F12, fn3 = 0x80066C6, fn4 = 0x8005BF0, address = 0x10006380, real_alloc = 40, user_alloc = 32, user_req = 24 }
[01:00:00.002431809] (+0.000064095) 0 heap_alloc: { pid = 5, fn1 = 0x80076F4, fn2 = 0x8033682, fn3 = 0x8032F1E, fn4 = 0x8005BF0, address = 0x100063A0, real_alloc = 88, user_alloc = 80, user_req = 64 }
[01:00:00.002496571] (+0.000064762) 0 heap_alloc: { pid = 5, fn1 = 0x80336AA, fn2 = 0x8032F12, fn3 = 0x80066C6, fn4 = 0x8005BF0, address = 0x100063F0, real_alloc = 40, user_alloc = 32, user_req = 24 }
[01:00:00.002560666] (+0.000064095) 0 heap_alloc: { pid = 5, fn1 = 0x80076F4, fn2 = 0x80336AA, fn3 = 0x8032F1E, fn4 = 0x8005BF0, address = 0x10006410, real_alloc = 120, user_alloc = 112, user_req = 96 }
[01:00:00.002625619] (+0.000064953) 0 heap_alloc: { pid = 5, fn1 = 0x80336AA, fn2 = 0x8032F12, fn3 = 0x80066C6, fn4 = 0x8005BF0, address = 0x10006480, real_alloc = 40, user_alloc = 32, user_req = 24 }
[01:00:00.002689714] (+0.000064095) 0 heap_alloc: { pid = 5, fn1 = 0x80076F4, fn2 = 0x80336AA, fn3 = 0x8032F1E, fn4 = 0x8005BF0, address = 0x100064A0, real_alloc = 120, user_alloc = 112, user_req = 96 }
[01:00:00.002754571] (+0.000064857) 0 heap_alloc: { pid = 5, fn1 = 0x80336AA, fn2 = 0x8032F12, fn3 = 0x80066C6, fn4 = 0x8005BF0, address = 0x10006510, real_alloc = 40, user_alloc = 32, user_req = 24 }
[01:00:00.002818571] (+0.000064000) 0 heap_alloc: { pid = 5, fn1 = 0x80076F4, fn2 = 0x80336AA, fn3 = 0x8032F1E, fn4 = 0x8005BF0, address = 0x10006530, real_alloc = 120, user_alloc = 112, user_req = 96 }
[01:00:00.002883523] (+0.000064952) 0 heap_alloc: { pid = 5, fn1 = 0x80336AA, fn2 = 0x8032F12, fn3 = 0x80066C6, fn4 = 0x8005BF0, address = 0x100065A0, real_alloc = 40, user_alloc = 32, user_req = 24 }
[01:00:00.002950761] (+0.000067238) 0 heap_alloc: { pid = 5, fn1 = 0x80076F4, fn2 = 0x80336AA, fn3 = 0x8032F1E, fn4 = 0x8005BF0, address = 0x100065C0, real_alloc = 120, user_alloc = 112, user_req = 96 }
[01:00:00.002994571] (+0.000043810) 0 thread_create: { thread_id = 32477, name = "" }
[01:00:04.764745333] (+4.761750762) 0 heap_alloc: { pid = 5, fn1 = 0x8007CA0, fn2 = 0x8007BFE, fn3 = 0x80299E2, fn4 = 0x8005BF0, address = 0x10006630, real_alloc = 88, user_alloc = 80, user_req = 64 }
[01:00:04.764821238] (+0.000075905) 0 heap_alloc: { pid = 5, fn1 = 0x8007CA0, fn2 = 0x8007C06, fn3 = 0x80299E2, fn4 = 0x8005BF0, address = 0x10006680, real_alloc = 88, user_alloc = 80, user_req = 64 }
